Text,Stemming,True Label,Predicted Label,Correct;;
Thaksin sinawatra yang masuk kedalam Danantara berikut sepak terjangnya dulu https://t.co/Rr5pE8MAYz,thaksin sinawatra masuk dalam danantara sepak terjang,0,0,True;;
@narkosun MASUK DANANTARA TERNYATA DANANTARA KORUP ,masuk danantara danantara korup,0,0,True;;
@tang__kira ini apa sengaja ya kasus korupsi pertamina di bongkar sekarang biar rakyat pada beli bbm yang paling mahal karna ada danantara ini ?,sengaja ya korupsi pertamina bongkar biar rakyat beli bbm mahal karna danantara,0,0,True;;
@reaareaa__ Dukungan pak Prabowo ke Danantara bikin makin pede teknologi Indonesia,dukung prabowo danantara bikin pede teknologi indonesia,1,1,True;;
@HDN_sol titipin di danantara ,titipin danantara,2,2,True;;
Lemahnya Tata Kelola BUMN Hardjuno Prediksi Danantara Berisiko Lebih Buruk dari BLBI https://t.co/l6nQc751GC,lemah tata kelola bumn hardjuno prediksi danantara risiko buruk blbi,0,0,True;;
alasan asing pemecah belah bangsa ya yang masukin negara sendiri kocak noh liat koruptor thailand dijadiin orang danantara,alas asing pecah belah bangsa ya masukin negara kocak noh liat koruptor thailand dijadiin orang danantara,0,0,True;;
@s_xyzz @agterplass_ @AryaandiTa90896 @kegblgnunfaedh Banyak yg kurang percaya kapabilitas orang2 yg di danantara FYI tabungan kita di bank itu gak diem aja gitu pengelola bank muter2in nya buat dapet keuntungan ngasih bunga pelayanan dll. Tau sendiri kan gimana kinerja org2 pemerintah ngelola duit gede...,yg percaya kapabilitas orang2 yg danantara fyi tabung bank gak diem aja gitu kelola bank muter2in nya dapet untung ngasih bunga layan dll tau gimana kerja org2 perintah ngelola duit gede,0,0,True;;
@carcur1209 @JhonSitorus_18 Mantan napi korupsi ehh jd pemimpin danantara,mantan napi korupsi ehh jd pimpin danantara,0,0,True;;
luar biasa! Danantara bisa jadi game-changer buat energi https://t.co/E9jkvqeG7b,danantara gamechanger energi,1,1,True;;
@reaareaa__ Semangat Danantara makin tinggi berkat dukungan Presiden Prabowo bukti nyata negara hadir buat anak muda,semangat danantara berkat dukung presiden prabowo bukti nyata negara hadir anak muda,1,1,True;;
semua kecuali permata. tapi udah saya pindahin ke BCA sih. belum percaya danantara.,kecuali permata udah pindahin bca sih percaya danantara,0,0,True;;
@anassaputra2045 @yudhakhel Berita yg ditunggu 1. Danantara Dikorupsi 2. MBG Dikorupsi 3. Saya Terpaksa Menaikan Pajak ,berita yg tunggu 1 danantara korupsi 2 mbg korupsi 3 paksa naik pajak,0,0,True;;
I just published a new post on my @buymeacoffee Didukung Telkom DANANTARA Berencana Bangun Pusat AI di Indonesia https://t.co/URCiMQyIqQ,i just published a new post on my dukung telkom danantara rencana bangun pusat ai indonesia,1,1,True;;
Danantara didirikan untuk mengoptimalkan pengelolaan aset negara secara profesional dan transparan. Dengan begitu Danantara ke depan pertumbuhan ekonomi Indonesia tidak hanya bertumpu pada Anggaran Pendapatan dan Belanja Negara (APBN).,danantara diri optimal kelola aset negara profesional transparan danantara tumbuh ekonomi indonesia tumpu anggar dapat belanja negara apbn,1,1,True;;
@yudhakhel Varian danantara (dana negara untuk keluarga),varian danantara dana negara keluarga,0,0,True;;
@CNNIndonesia yah sesuai namanya ya Om Danantara = Dana Orang Tua untuk Anak Tetap Sejahtera,yah sesuai nama ya om danantara dana orang tua anak sejahtera,0,0,True;;
Danantara Mendukung Perekonomian Indonesia #Fakta #CekFakta #BPIDanantara #Ekonomilndonesia #TerusTerang https://t.co/dnouEZ93dR,danantara dukung ekonomi indonesia fakta cekfakta bpidanantara ekonomilndonesia terusterang,1,1,True;;
idiot banget deh nih yang ngebriefing narasi kaya gini jelas2 si prabowo pecinta antek asing wkwkwk danantara aja isinya kriminal dari negara lain dan lo pada berharap kita jadi parno sama bangsa asing??? tolol,idiot banget deh nih ngebriefing narasi kaya gin jelas2 si prabowo cinta antek asing wkwkwk danantara aja isi kriminal negara lo harap parno bangsa asing tolol,0,0,True;;
@msaid_didu Apakah ini untuk menutupi kasus? Atau menutupi Danantara agar rakyat lupa,tutup tutup danantara rakyat lupa,0,0,True;;
BABI DANANTARA bkn program kampanye pk @prabowo @setkabgoid dg melihat beberapa kasus dibuka sebatas sensasi mencari kepercayaan publik dlm negeri &amp; luar negeri. Strategi tersebut lebih baik ditinggalkan &amp; sdh tdk jamannya lagi Cc @sudirmansaid @KejaksaanRI @KemenkeuRI @prastow,babi danantara bkn program kampanye pk dg buka batas sensasi cari percaya publik dlm negeri negeri strategi tinggal sdh tdk jaman cc,0,0,True
@GenZNusantara Pasar bergairah IHSG melonjak. Kejelasan Danantara dan RUPST bikin semangat baru,pasar gairah ihsg lonjak jelas danantara rupst bikin semangat,1,1,True;;
Danantara pertamina hbd ayah. Ada kejutan apalagi esok?,danantara pertamina hbd ayah kejut esok,0,0,True;;
Telkom Indonesia perkuat Danantara dengan AI dukung transformasi digital nasional #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/S7Hachbp2V,telkom indonesia kuat danantara ai dukung transformasi digital nasional telkomindonesia bigbox ai danantara artificialintelligence tepatsolutifindonesia,1,1,True;;
@StopPlandemit @TedInvestigasi @dokter_kampung @SumandoGaek @Faraz_kepri @FirmanSentosa22 @mamakchayank @BukanAntarkota @daddyyuki @Sadewa_39 @BabehAldoAje135 Duo agen WEF di danantara 1. Tony Blair Agenda Contributor di WEF setara Sri Mulyani di WEF juga. 2. Ray dalio member sekaligus agen WEF. Setara @aniesbaswedan @jokowi luhut dkk. Asing aseng anjeng any*ng ‍️ MAKIN GELAP 🇮🇩 https://t.co/vApWPx5ih9. https://t.co/mdGtONIbI9,duo agen wef danantara 1 tony blair agenda contributor wef tara sri mulyani wef 2 ray dalio member agen wef tara luhut dkk asing aseng anjeng anyng gelap,0,0,True;;
@Ichavarma_ Pipeline dari Danantara ke semikonduktor emang kayak gimana?,pipeline danantara semikonduktor emang kayak gimana,2,2,True;;
@reaareaa__ Support Pak Prabowo ke Danantara bikin semua yakin sama karya lokal,support prabowo danantara bikin karya lokal,1,1,True;;
Lihat seperti ini danantara tidak jauh beda dijadikan penjarahan. Coba siapa saja di danantara ? https://t.co/CfDsG7aOPK,lihat danantara beda jadi jarah coba danantara,0,0,True;;
hebat Danantara pejuang energi sbt hdp brsih https://t.co/HGhMWeVqbP,hebat danantara juang energi sbt hdp brsih,1,1,True;;
@GenZNusantara Optimisme sebesar Rp14 6 triliun BPI Danantara jadi motor penggerak ekonomi,optimisme rp14 6 triliun bpi danantara motor gerak ekonomi,1,1,True;;
@reaareaa__ Dukungannya Presiden Prabowo ke Danantara bikin optimis banget semoga sukses terus dan makin maju,dukung presiden prabowo danantara bikin optimis banget moga sukses maju,1,1,True;;
Punya Indofarma dibikin bangkrut punya Jiwasraya kagak sanggup bayar polis membernya punya Garuda Airways banyak hutang punya PLN yg monopoli listrik aja hutangnya bejibun skrng Pertamina mau dihancurkan. Sebentar lagi Danantara. Kita lihat aja drama kolosalnya,indofarma bikin bangkrut jiwasraya kagak sanggup bayar polis membernya garuda airways hutang pln yg monopoli listrik aja hutang bejibun skrng pertamina hancur sebentar danantara lihat aja drama kolosal,0,0,True;;
@reaareaa__ Langkah Presiden Prabowo support Danantara bikin aku makin bangga,langkah presiden prabowo support danantara bikin bangga,1,1,True;;
@gilang_febrians @chamdanmaullana @unmagnetism IKN sama Danantara lagi senyum dipojokan,ikn danantara senyum pojok,0,0,True;;
Dengan Danantara Indonesia memasuki babak baru ekonomi nasional yang lebih resilien dan progresif. #Danantara #KerjaSamaDanantara #DukungDanantara #InvestasiDanantara https://t.co/IAD0EHHynN,danantara indonesia pasuk babak ekonomi nasional resilien progresif danantara kerjasamadanantara dukungdanantara investasidanantara,1,1,True;;
@AiraNtieReal sya dan teman2 sdh bisa tebak. Berusaha transparan di awal-awal.(krn tuntutan masif). Skrng kami menunggu manipulasi data. Sya ingin liat laporan laporan danantara bakalan dibuat secantik apa.hahaha Sya harap zero korupsi dsni. Gk terima alasan kan baru kan ini kan itu.,sya teman2 sdh tebak usaha transparan awalawalkrn tuntut masif skrng tunggu manipulasi data sya liat lapor lapor danantara cantik apahahaha sya harap zero korupsi dsni gk terima alas,0,0,True;;
@reaareaa__ Presiden Prabowo keren selalu prioritaskan perkembangan kayak program Danantara good job Pak,presiden prabowo keren prioritas kembang kayak program danantara good job,1,1,True;;
@JedTeguh03 Langkah Presiden Prabowo mendukung Danantara membuktikan komitmen pada inovasi bangsa,langkah presiden prabowo dukung danantara bukti komitmen inovasi bangsa,1,1,True;;
 Danantara Siapkan Langkah Investasi Strategis untuk Indonesia Maju #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/g7InDZYWh2,danantara siap langkah investasi strategis indonesia maju investasistrategis ekonomitumbuh indonesiamaju,1,1,True;;
@GenZNusantara Dengan strategi Danantara Indonesia siap saing global keren banget cara kita maju,strategi danantara indonesia saing global keren banget maju,1,1,True;;
@zonadamaii Kepengurusan yang kuat akan membawa Danantara ke level yang lebih tinggi,urus kuat bawa danantara level,1,1,True;;
@Jateng_Twit Kenapa gak pakai dana danantara untuk selamatkan anak bangsa...,gak pakai dana danantara selamat anak bangsa,0,0,True;;
@GenZNusantara IHSG menunjukkan kinerja positif. Kejelasan dari Danantara dan hasil RUPST Himbara jadi vitaminnya pasar,ihsg kerja positif jelas danantara hasil rupst himbara vitamin pasar,1,1,True;;
@IndoPopBase Danantara soon,danantara soon,2,2,True;;
@saentisjamu @pagarkewarasan @tempodotco @prabowo Bro coba cek lagi aturan yang berlaku. Danantara itu entitas yang evaluasinya memang butuh persetujuan DPR dan nggak bisa diperiksa BPK. Kenapa? Karena nggak termasuk dalam lingkup keuangan negara yang diatur dalam UU No. 17 Tahun 2003 tentang Keuangan Negara,bro coba cek atur laku danantara entitas evaluasi butuh tuju dpr nggak periksa bpk nggak lingkup uang negara atur uu no 17 2003 uang negara,0,0,True;;
Luar biasa! Telkom Indonesia dukung Danantara dengan AI sudah miliki bigbox AI untuk pelanggan #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture @kemenBUMN @telkomindonesia https://t.co/s523UDczHo,telkom indonesia dukung danantara ai milik bigbox ai langgan telkomindonesia bigbox ai danantara artificialintelligence tepatsolutifindonesia bumn elevatingyourfuture,1,1,True;;
@JedTeguh03 Keren sih Presiden Prabowo dukung penuh Danantara,keren sih presiden prabowo dukung penuh danantara,1,1,True;;
@reaareaa__ Dukungan tulus Presiden Prabowo pada Danantara jadi energi positif untuk kita semua,dukung tulus presiden prabowo danantara energi positif,1,1,True;;
@BigAlphaID Ga cuma IHSG saham-saham yg dibawah naungan Danantara juga merah merona https://t.co/l4Y26nW6ZN,ga ihsg sahamsaham yg bawah naung danantara merah rona,0,0,True;;
 Ga sabar nunggu berita korupsi danantara Ye masa kita masyarakat yg sebenarnya punya power cmn kayak jd penonton berita pejabat si -_-,ga sabar nunggu berita korupsi danantara ye masyarakat yg power cmn kayak jd tonton berita jabat si,0,0,True;;
Peluncuran Danantara Belum Jelas Ada Apa? Peluncuran Badan Pengelola Investasi Daya Anagata Nusantara (BPI Danantara) belum menemui titik terang. https://t.co/nueuP4xlB8,luncur danantara luncur badan kelola investasi daya anagata nusantara bpi danantara temu titik terang,2,2,True;;
@ferrykoto Bukan kewenangan Menteri BUMN.. Bukan kewenangan Presiden... Bukan kewenangan Pemerintah... Lha teruss kewenangan nya apa? Giliran Danantara saja Holding semua BUMN.. Giliran jelek aja oper operan..Wes sengklek sengklek,wenang menteri bumn wenang presiden wenang perintah lha teruss wenang nya gilir danantara holding bumn gilir jelek aja oper operanwes sengklek sengklek,0,0,True;;
Pengalihan isu kh mnies Danantara nasibnya gmn tuch,alih isu kh mnies danantara nasib gmn tuch,0,0,True;;
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bikin makin bangga jadi orang Indonesia,dukung presiden prabowo danantara bikin bangga orang indonesia,1,1,True;;
@NenkMonica Kayaknya begitu kenapa baru muncul setelah penguasa sebelumnya di ganti Danantara penuh kontroversi buat meredam tinggal munculkan kasus baru sebab di negri tanpa pengharapan kasusnya banyak tinggal pilih mana yang mau di jadikan kasus viral buat nutup berita viral yang ada,kayak muncul kuasa ganti danantara penuh kontroversi redam tinggal muncul negri harap kasus tinggal pilih jadi viral nutup berita viral,0,0,True;;
Berdarah-darah hari ini sinting ya danantara babi,berdarahdarah sinting ya danantara babi,0,0,True;;
DANANTARA DANA SEMENTARA SEBELON DIKORUPSI,danantara dana belon korupsi,0,0,True;;
@AsahPolaPikir Danantara siap menyusul saudara2,danantara susul saudara2,2,2,True;;
@BudiBukanIntel Dalam beberapa tahun kedepan jangan kaget kalau bakal ada kasus Skandal Danantara.,depan kaget skandal danantara,0,0,True;;
@tanyakanrl Danantara : uang lo di pake negara buat investasi tapi kalau investasinya gagal ga ada yg dipenjara ,danantara uang lo pake negara investasi investasi gagal ga yg penjara,0,0,True;;
@reaareaa__ Presiden Prabowo jadi motivasi besar buat tim Danantara berkat dukungannya,presiden prabowo motivasi tim danantara berkat dukung,1,1,True;;
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bikin optimis sama masa depan digital Indonesia,dukung presiden prabowo danantara bikin optimis digital indonesia,1,1,True;;
@kompascom Dana mubazir MBG koperasi merah putih IKN agrinas food estate danantara,dana mubazir mbg koperasi merah putih ikn agrinas food estate danantara,0,0,True;;
@blue_berets7 apaansi anjing danantara sma ikn lu tuh begok isinya asing semua. gausah parnoan dikit2 asing terus dah goblok malu,apaansi anjing danantara sma ikn lu tuh begok isi asing gausah parnoan dikit2 asing dah goblok malu,0,0,True;;
Tokoh-tokoh internasional diajak masuk ke dalam struktur BPI Danantara. Sudah ada tokoh yang diajak masuk ke jajaran Dewan Pengawas Danantara. 🇮🇩 Apa ya alasan mereka diajak? Simak jawabannya! &gt;&gt; https://t.co/Cjly9te1vy #Danantara #BPIDanantara #TonyBlair #RayDalio https://t.co/wAfeobot9K,tokohtokoh internasional ajak masuk struktur bpi danantara tokoh ajak masuk jajar dewan awas danantara ya alas ajak simak jawab danantara bpidanantara tonyblair raydalio,2,2,True
Tujuan Danantara Meningkatkan Kesejahteraan Nasional https://t.co/LJ1cIF7Ru4,tuju danantara tingkat sejahtera nasional,1,1,True;;
@xfrbn @Andri_Kun04 Ya begitu deh bang gak tau yak masih oplosan atau engga yang pasti ini berita dinaekin sekarang buat nutupin danantara sama faktanya orang Pertamina plus mobil kepresidenan aja isinya shell pertamina nih jualnya taik bukan bensin,ya deh bang gak tau yak oplos engga berita dinaekin nutupin danantara fakta orang pertamina plus mobil presiden aja isi shell pertamina nih jual taik bensin,0,0,True;;
@GenZNusantara BPI Danantara siapkan langkah cerdas buat masa depan energi Indonesia,bpi danantara siap langkah cerdas energi indonesia,1,1,True;;
@FrediRandi4 Danantara dan Joint Fund buktiin kalau visi Presiden Prabowo punya dampak yang real,danantara joint fund buktiin visi presiden prabowo dampak real,1,1,True;;
JADI STRIPPER DILUAR NEGERI AJALAH KAMPRET DANANTARA INI,stripper luar negeri aja kampret danantara,0,0,True;;
@rvsescruxpil makanyaaa itu dananya kemana ke danantara kali wkwk,makanyaaa dana mana danantara kali wkwk,0,0,True;;
@GenZNusantara Dukung pertumbuhan 8% dengan BPI Danantara semangat gotong royong!,dukung tumbuh 8 bpi danantara semangat gotong royong,1,1,True;;
setuju abis pertumbuhan ekonomi bakal tambah pesat sama Danantara https://t.co/Xv7fxxo0zy,tuju abis tumbuh ekonomi pesat danantara,1,1,True;;
@prastow Mau bilang akibat danantara effect takut disalahin ya om ,bilang akibat danantara effect takut disalahin ya om,0,0,True;;
Danantara Menjadi Langkah Besar Dalam Menciptakan Sistem Manajemen Aset Yang Lebih Transparan #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/8HnlLWAQUP,danantara langkah cipta sistem manajemen aset transparan danantara bpidanantara manfaatdanantara dukungdanantara,1,1,True;;
presiden zionist pertama di indonesia. menyedihkan. dah curiga sih dr liat dia brg abu janda. trs danantara masuk blackrock. hahaha,presiden zionist indonesia sedih dah curiga sih dr liat brg abu janda trs danantara masuk blackrock hahaha,0,0,True;;
@FrediRandi4 Prestasi Joint Fund Rp 67 5 T Danantara layak dirayakan berkat Presiden Prabowo makin kelihatan masa depan cerah,prestasi joint fund rp 67 5 t danantara layak raya berkat presiden prabowo cerah,1,1,True;;
@ARSIPAJA suudzon duitny buat mbg &amp; danantara,suudzon duitny mbg danantara,0,0,True;
Danantara hadir dengan sistem pengawasan berlapis menjamin pengelolaan yang transparan dan efisien. Bersama Danantara kita dapat menciptakan peluang besar untuk setiap individu tanpa terkecuali. Ayo berpartisipasi dalam perubahan ini! #Danantara https://t.co/dAZpMBvqkb,danantara hadir sistem awas lap jamin kelola transparan efisien danantara cipta peluang individu kecuali ayo partisipasi ubah danantara,1,1,True;;
mantap! Danantara bisa boost investasi energi hijau https://t.co/SZX2WV1LoH,mantap danantara boost investasi energi hijau,1,1,True;;
Tipu Tipu danantara,tipu tipu danantara,0,0,True;;
gw masih gak ikhlas saham bank negara buat danantara ya tapera tenggelem terbit danantara ini negara tuh punya usulan solusi ekonomi yang masuk di akal orang normal gak sih?,gw gak ikhlas saham bank negara danantara ya tapera tenggelem terbit danantara negara tuh usul solusi ekonomi masuk akal orang normal gak sih,0,0,True;;
@tanyarlfes Shell itu dr inggris tony blair dr inggris skrg di danantara. Danantara launching korupsi pertamina terbongkar. Apakah ada suatu konspirasi biar shell emang laris?,shell dr inggris tony blair dr inggris skrg danantara danantara launching korupsi pertamina bongkar konspirasi biar shell emang laris,0,0,True;;
@GenZNusantara Apresiasi untuk BPI Danantara yang fokus keberlanjutan dan investasi cerdas,apresiasi bpi danantara fokus lanjut investasi cerdas,1,1,True;;
Prabowo Paparkan Kebijakan untuk Indonesia Berdikari Ekonomi: Devisa Hasil Ekspor hingga Danantara #devisa #kamis #prabowo #ekonomi #indonesia #danantara #kebijakan #bankemas #bank #beritanasional https://t.co/nN5Gj1Rf0F,prabowo papar bijak indonesia berdikari ekonomi devisa hasil ekspor danantara devisa kamis prabowo ekonomi indonesia danantara bijak bankemas bank beritanasional,1,1,True;;
Danantara sukses ciptakan ekosistem investasi yang kuat. Hasilnya? Ekonomi tumbuh peluang makin terbuka. Dukung terus langkah strategis ini! #Danantara #ManfaatDanantara #DukungDanantara #DanantaraIndonesia https://t.co/QfK9ktj6bP,danantara sukses cipta ekosistem investasi kuat hasil ekonomi tumbuh peluang buka dukung langkah strategis danantara manfaatdanantara dukungdanantara danantaraindonesia,1,1,True;;
Danantara Bangkitkan Ekonomi Bangsa #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/SihJPgG9Eu,danantara bangkit ekonomi bangsa danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True;;
Ya allah ini gue buka twt ada pertamax oplos lah asa masalah cf lah danantara lah pemerasan codeblu lah manusia pada kabur lah. Udah meledak aja lah ni negara mati aja lu semua udah gak guna anjir idup besok juga paling udh kiamat I JUST WANNA SEE YAOI IN MY TL.,ya allah gue buka twt pertamax oplos asa cf danantara peras codeblu manusia kabur udah ledak aja ni negara mati aja lu udah gak anjir idup besok udh kiamat i just wanna see yaoi in my tl,0,0,True;;
@JedTeguh03 Presiden Prabowo selalu dukung Danantara wujudkan mimpi anak muda dalam negeri,presiden prabowo dukung danantara wujud mimpi anak muda negeri,1,1,True;;
Pengamat: Direksi BUMN di Danantara Bukan Penyelenggara Negara Lahirkan Kerumitan Baru https://t.co/LcUzm9SeZ5,amat direksi bumn danantara selenggara negara lahir kerumit,0,0,True;;
Pantes Ray dalio ogah di danantara,pantes ray dalio ogah danantara,0,0,True;;
@dheppylovelly Dengan integritas dan transparansi Danantara pasti jadi juara. Dukung terus!,integritas transparansi danantara juara dukung,1,1,True;;
@JPGunarto Pagi! Prabowo tampaknya masih punya biji terlihat dari kebijakan ekonomi berani seperti Dana Danantara dan target pertumbuhan 8%. Meski pasar cemas dan investor protes langkahnya menunjukkan ketegasan walau kontroversial. Jadi sepertinya dia masih teguh seperti dulu!,pagi prabowo biji bijak ekonomi berani dana danantara target tumbuh 8 pasar cemas investor protes langkah tegas kontroversial teguh,1,1,True;;
@reaareaa__ Presiden Prabowo dukung Danantara sinyal kuat pemerintah pro sama inovasi anak bangsa,presiden prabowo dukung danantara sinyal kuat perintah pro inovasi anak bangsa,1,1,True;;
@FrediRandi4 Dengan Joint Fund segede Rp 67 5 T Danantara barengan Presiden Prabowo makin siap bersaing global mantap pol,joint fund gede rp 67 5 t danantara bareng presiden prabowo saing global mantap pol,1,1,True;;
@thelakeshadow Tim Danantara pasti semangat setelah dukungan ini.,tim danantara semangat dukung,1,1,True;;
Ekonom Endus BPI Danantara Berpotensi Jadi Sumber Korupsi Baru https://t.co/xEjlgV8nNZ,ekonom endus bpi danantara potensi sumber korupsi,0,0,True;;
 lu bantu asing buat ngaduk NKRI presidennya saat menunjuk pengurus danantara: #TolakRUUPolri #CabutUUTNI https://t.co/kHlhBa6M9x,lu bantu asing ngaduk nkri presiden urus danantara tolakruupolri cabutuutni,0,0,True;;
@FrediRandi4 Presiden Prabowo kasih teladan lewat kerjasama Joint Fund Danantara bisa tunjukkan kiprah nyata,presiden prabowo kasih teladan kerjasama joint fund danantara tunjuk kiprah nyata,1,1,True;;
@JedTeguh03 Bangga sama Presiden Prabowo yang kasih ruang buat Danantara berkembang,bangga presiden prabowo kasih ruang danantara kembang,1,1,True;;
Kamu harus tahu. Danantara dapat membuat ekosistem investasi tinggi dan membuat ekonomi negara tumbuh. Dukung terus Program Danantara. #Danantara #ManfaatDanantara #DukungDanantara #DanantaraIndonesia https://t.co/dbZjMVfCxM,danantara ekosistem investasi ekonomi negara tumbuh dukung program danantara danantara manfaatdanantara dukungdanantara danantaraindonesia,1,1,True;;
@PartaiSocmed Harusnya pejabat mk dimasukkan dalam pengurus Danantara biar adem,jabat mk masuk urus danantara biar adem,0,0,True;;
@GenZNusantara Kini IHSG menguat dan kepercayaan investor meningkat. Semua berkat kejelasan kepengurusan Danantara dan kabar positif RUPST Himbara,ihsg kuat percaya investor tingkat berkat jelas urus danantara kabar positif rupst himbara,1,1,True;;
@faizalassegaf Dengan korupsi 200T/tahun Danantara 7.5 tahun juga ambruk.... habis sampe ampasnya.,korupsi 200ttahun danantara 75 ambruk habis sampe ampas,0,0,True;;
@FrediRandi4 Presiden Prabowo dorong kolaborasi global Joint Fund Rp 67 5 T hasil konkret Danantara untuk kemajuan bersama,presiden prabowo dorong kolaborasi global joint fund rp 67 5 t hasil konkret danantara maju,1,1,True;;
Temen gw ngmg buat nutupin kasus danantara wkwkw,temen gw ngmg nutupin danantara wkwkw,0,0,True;;
@arvin_aryu @re_search30 @txtdrimedia Katanya Danantara nggak bisa diaudit? Gelap dong itu,danantara nggak audit gelap,0,0,True;;
Korupsi pertamina tiba2 muncul disaat pentingnya isu Danantara dan #IndonesiaGelap . Skema yang sering digunakan penguasa!,korupsi pertamina tiba2 muncul saat isu danantara indonesiagelap skema kuasa,0,0,True;;
Optimisme pasar semakin menguat terhadap Danantara! Investasi masa depan yang menjanjikan. #Danantara #BPIDanantara #EkonomiBerkelanjutan #InvestasiIndonesia #Prabowo #PertumbuhanEkonomi https://t.co/bFArP0Fog6,optimisme pasar kuat danantara investasi janji danantara bpidanantara ekonomiberkelanjutan investasiindonesia prabowo pertumbuhanekonomi,1,1,True;;
@JedTeguh03 Dukungan Presiden Prabowo bikin Danantara nggak pernah jalan sendiri,dukung presiden prabowo bikin danantara nggak jalan,1,1,True;;
Danantara ciptakan manajemen aset yang lebih transparan efisien dan berdampak pada pembangunan nasional #Danantara #BPIDanantara https://t.co/3UF69ptjQh,danantara cipta manajemen aset transparan efisien dampak bangun nasional danantara bpidanantara,1,1,True;;
Danantara Menjadi Langkah Besar dalam menciprakan sistem manajemen aset yang lebih transparan efisien dan berdamlak bagi pembangunan nasional #Fakta #BPIDanantara #EkonomiKuat #TerusTerang https://t.co/1ghTaIOQny,danantara langkah menciprakan sistem manajemen aset transparan efisien berdamlak bangun nasional fakta bpidanantara ekonomikuat terusterang,1,1,True;;
Dengan strategi investasi yang terarah transparan serta didukung oleh birokrasi yang efisien Danantara hadir sebagai katalis pertumbuhan ekonomi berkelanjutan. Komitmen ini membuka peluang yang lebih luas bagi kemajuan Indonesia di masa depan. https://t.co/TdrlUNtR0z,strategi investasi arah transparan dukung birokrasi efisien danantara hadir katalis tumbuh ekonomi lanjut komitmen buka peluang luas maju indonesia,1,1,True;;
@tempodotco Pelanggan pertama Danantara. Awas uangnya gak dibalikin Sritex,langgan danantara awas uang gak dibalikin sritex,0,0,True;;
mereka nuduh orang antek asing padahal presiden nya sendiri pas baru ngejabat langsung kerja sama bareng Israel terus sekarang danantara isinya koruptor2 asing semua. buzzer goblok kalo mau bikin narasi tuh yang pinter dikit napa anjing dikira rakyat sebego lu pada apa?,nuduh orang antek asing presiden nya pas ngejabat langsung kerja bareng israel danantara isi koruptor2 asing buzzer goblok kalo bikin narasi tuh pinter dikit napa anjing rakyat bego lu,0,0,True;;
Pembentukan Danantara sebagai pusat pengelola investasi nasional menjadi langkah strategis untuk memperkuat ketahanan ekonomi Indonesia dalam menghadapi era ekonomi baru. #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/hBuhSXrRs3,bentuk danantara pusat kelola investasi nasional langkah strategis kuat tahan ekonomi indonesia hadap era ekonomi danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True;;
@JedTeguh03 Apresiasi penuh buat Presiden Prabowo yang konsisten support Danantara tanpa ragu,apresiasi penuh presiden prabowo konsisten support danantara ragu,1,1,True;;
Biasa bang kalau situasi politik sedang panas (dari danantara sampe pertamina) pasti muncul orang2 begitu ngarang2 murtad padahal cuma buat pengalihan isu ,bang situasi politik panas danantara sampe pertamina muncul orang2 ngarang2 murtad alih isu,0,0,True;;
Dukung Danantara Indonesia dalam upanyanya untuk memajukan inovasi dan keberlanjutan serta berkontribusi bagi kemajuan bangsa https://t.co/bmCxRsLWIl,dukung danantara indonesia upanyanya maju inovasi lanjut kontribusi maju bangsa,1,1,True;;
@GenZNusantara Pasar makin pede IHSG solid. Kredit buat Danantara dan Himbara atas hasil RUPST positif,pasar pede ihsg solid kredit danantara himbara hasil rupst positif,1,1,True;;
@stasiuncawang Danantara bangke emang ️,danantara bangke emang,0,0,True;;
Danantara Indonesia kekuatan ekonomi baru Nusantara https://t.co/81oK23mQiL,danantara indonesia kuat ekonomi nusantara,1,1,True;;
Emang Indonesia negara korupsi di mana mana cara bermain politik untuk korupsi si. Bisa bisa nya naikin berita BUMN untuk nutupin DANANTARA hadehhhh negara bobrok nyesel pernah hormat sama bendera korupsi,emang indonesia negara korupsi main politik korupsi si nya naikin berita bumn nutupin danantara hadehhhh negara bobrok nyesel hormat bendera korupsi,0,0,True;;
Slamet Ariyadi : BPI Danantara Mendorong Peningkatan Perekonomian Nasional Berkelanjutan https://t.co/prIe0NVRdn,slamet ariyadi bpi danantara dorong tingkat ekonomi nasional lanjut,1,1,True;;
Bagaimana Gak Mundur Kalau Dewan Penasehat Danantara Terdapat Nama Jokowi. Dunia Sudah Tau Dia Presiden Terkorup. Kelakuan Wowo emang parah juga sih...!! Urgensi memberikan Jokowi sebagai dewan paneshat maksudnya apa coba...!? https://t.co/L3jzkUozOD,gak mundur dewan nasehat danantara nama jokowi dunia tau presiden korup laku wowo emang parah sih urgensi jokowi dewan paneshat maksud coba,0,0,True;;
