Text,Text Clean,Label,Predicted Label,Correct;
@d17hanakaede @kerambalele @hrdbacot Bentuknya profit RS ya. 60%nya buat pemerintah. ya kayak BUMN lain aja. Dividen diolah di danantara.,Bentuknya profit RS ya 60nya buat pemerintah ya kayak BUMN lain aja Dividen diolah di danantara,2,2,True;
Mengurai Hikmah dari Superholding Dunia Peluang dan Tantangan Danantara https://t.co/z1cDdQh5xq,Mengurai Hikmah dari Superholding Dunia Peluang dan Tantangan Danantara,2,2,True;
Chief Investment Officer Danantara Indonesia Pandu Sjahrir mengatakan kemitraan strategis ini bertujuan untuk mengembangkan ekosistem bahan baku baterai kendaraan listrik (electric vehicle/EV) yang berkelanjutan dan terintegrasi di Indonesia https://t.co/3LUVBLTSld,Chief Investment Officer Danantara Indonesia Pandu Sjahrir mengatakan kemitraan strategis ini bertujuan untuk mengembangkan ekosistem bahan baku baterai kendaraan listrik electric vehicleEV yang berkelanjutan dan terintegrasi di Indonesia,2,2,True;
@kiangiekwik Danantara kan jg udh naturalisasi koruptor ,Danantara kan jg udh naturalisasi koruptor,0,0,True;
@vanc1Bozz Bgn bikin danantara komunya aja yg gak becus kelola bumn,Bgn bikin danantara komunya aja yg gak becus kelola bumn,0,0,True;
@fajarnugros Apaan Beliau aja termasuk salah satu admin komunitas danantara . Cek aja wa nya beliau Admin ke 3 wkwkwk.,Apaan Beliau aja termasuk salah satu admin komunitas danantara Cek aja wa nya beliau Admin ke 3 wkwkwk,2,2,True;
Kas negara kosong tapi bisa ngelantik 48 menteri dan lima pejabat setingkat menteri serta 56 wamen. Belum lagi staf-staf 'ahli'nya yg ga jelas keahliannya apa. Oh iya juga bakal ada danantara yg jumlah pengurusnya seabrek.,Kas negara kosong tapi bisa ngelantik 48 menteri dan lima pejabat setingkat menteri serta 56 wamen Belum lagi stafstaf ahlinya yg ga jelas keahliannya apa Oh iya juga bakal ada danantara yg jumlah pengurusnya seabrek,0,0,True;
@kiezhme Bank bumn juga aman danantara emng serem tapi bank pasti punya perencanaan resiko yg bakal timbul.,Bank bumn juga aman danantara emng serem tapi bank pasti punya perencanaan resiko yg bakal timbul,2,2,True;
@AsahPolaPikir Mereka mulai efisiensi lewat DOGE... Sini efisiensi untuk suntik Danantara (lahan baru korupsi)..,Mereka mulai efisiensi lewat DOGE Sini efisiensi untuk suntik Danantara lahan baru korupsi,0,0,True;
@_n0t4lfiaccount masuk danantara cuma buat mastiin buku yg dia tulis bener...,masuk danantara cuma buat mastiin buku yg dia tulis bener,0,0,True;
@cudble SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸ Acap berkata kasar dan mengucapkan Ndasmu Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H ï¸,SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara Acap berkata kasar dan mengucapkan Ndasmu Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H,0,0,True;
@saudadudee @dagelwnrn @NarasiNewsroom Bener apalagi adanya narasi bensin oplosan yg bikin masyarakat geram fokusnya langsung beralih dari danantara ke pertamini ,Bener apalagi adanya narasi bensin oplosan yg bikin masyarakat geram fokusnya langsung beralih dari danantara ke pertamini,0,0,True;
@FrediRandi4 Bersama Presiden Prabowo masa depan Indonesia terasa makin positif berkat Joint Fund Danantara,Bersama Presiden Prabowo masa depan Indonesia terasa makin positif berkat Joint Fund Danantara,1,1,True;
ndes orang disosmed bilang buat ninggalin bank bumn dan pindah ke bank swasta. itu maksudnya gmn?trus apa ada kaitannya sm danantara?,ndes orang disosmed bilang buat ninggalin bank bumn dan pindah ke bank swasta itu maksudnya gmntrus apa ada kaitannya sm danantara,2,2,True;
@reaareaa__ Support Prabowo buat Danantara bikin kita makin yakin sama masa depan industri lokal,Support Prabowo buat Danantara bikin kita makin yakin sama masa depan industri lokal,1,1,True;
@reaareaa__ Dukungan dari Presiden Prabowo ke Danantara layak diapresiasi,Dukungan dari Presiden Prabowo ke Danantara layak diapresiasi,1,1,True;
Kenceng banget pengalihan danantara nih kayanya,Kenceng banget pengalihan danantara nih kayanya,0,0,True;
@Stockbit Danantara bknnya yg diurusin hulunya Pngelolaan SDA nya dibenahi diurusin mafia2 tambang eh..malah dapurnya' BUMN yg diutak atik. Takut ya pak prabowo sama oligarki yg punya tambang?,Danantara bknnya yg diurusin hulunya Pngelolaan SDA nya dibenahi diurusin mafia2 tambang ehmalah dapurnya BUMN yg diutak atik Takut ya pak prabowo sama oligarki yg punya tambang,0,0,True;
@dheppylovelly Investasi Danantara dengan transparansi dan integritas? Ayo kita dukung sepenuh hati,Investasi Danantara dengan transparansi dan integritas Ayo kita dukung sepenuh hati,1,1,True;
@profesor_saham Sak karepmu awakku Danantara nganti jebol bol bol,Sak karepmu awakku Danantara nganti jebol bol bol,0,0,True;
@reaareaa__ Semangat Presiden Prabowo buat Danantara dukung semua impian anak bangsa,Semangat Presiden Prabowo buat Danantara dukung semua impian anak bangsa,1,1,True;
Lantik Dua Pejabat Kementerian BUMN Erick Thohir Titip Danantara https://t.co/P9oetet1ue,Lantik Dua Pejabat Kementerian BUMN Erick Thohir Titip Danantara,2,2,True;
nyimpen duit di bank bumn takut danantara nyimpen di reksadana ihsg nya anjlok. iya kalo bounce back negara lagi sulit ditebak,nyimpen duit di bank bumn takut danantara nyimpen di reksadana ihsg nya anjlok iya kalo bounce back negara lagi sulit ditebak,0,0,True;
@IndoPopBase Danantara bakal geser pertamina,Danantara bakal geser pertamina,2,2,True;
Danantara: Pilar Investasi untuk Pertumbuhan Ekonomi Inklusif: Dengan visi yang jelas Danantara berupaya agar setiap investasi dapat berkontribusi pada pertumbuhan ekonomi yang merata dan inklusif di seluruh Indonesia. #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/s4JPEEusvv,Danantara Pilar Investasi untuk Pertumbuhan Ekonomi Inklusif Dengan visi yang jelas Danantara berupaya agar setiap investasi dapat berkontribusi pada pertumbuhan ekonomi yang merata dan inklusif di seluruh Indonesia InvestasiStrategis EkonomiTumbuh IndonesiaMaju,1,1,True;
Bahas RUU BUMN di DPR Erick Thohir Singgung Pembentukan Danantara https://t.co/dWASZVeiS2,Bahas RUU BUMN di DPR Erick Thohir Singgung Pembentukan Danantara,2,2,True;
@KompasTV Awas kalo dipake buat danantara dll,Awas kalo dipake buat danantara dll,0,0,True;
Dari Danantara terus ke Pertamina. Sampe lupa Hasto blm dijenguk Megawati.,Dari Danantara terus ke Pertamina Sampe lupa Hasto blm dijenguk Megawati,2,2,True;
@Mdy_Asmara1701 Mau ikut liga korupsi indonesia nih bareng danantara...menyala negerikuuuuhhh..,Mau ikut liga korupsi indonesia nih bareng danantaramenyala negerikuuuuhhh,0,0,True;
Dari danantara Indonesia Mendunia #Danantara #investasimaju #Investasiuntuknegeri #indonesiaemas #dukungdanantara #indonesiaemas2045 https://t.co/E73C3zeu4s,Dari danantara Indonesia Mendunia Danantara investasimaju Investasiuntuknegeri indonesiaemas dukungdanantara indonesiaemas2045,1,1,True;
Aku ngasih line up petinggi Danantara ayahku: https://t.co/VH7r4L9y0k,Aku ngasih line up petinggi Danantara ayahku,2,2,True;
@rosyyzls Danantara efek ,Danantara efek,2,2,True;
@reaareaa__ Berkat Presiden Prabowo Danantara berani tampil beda di panggung nasional,Berkat Presiden Prabowo Danantara berani tampil beda di panggung nasional,1,1,True;
@JedTeguh03 Keren Presiden Prabowo tepati janji terus support Danantara,Keren Presiden Prabowo tepati janji terus support Danantara,1,1,True;
danantara dr namanya aja udh mencurigakan,danantara dr namanya aja udh mencurigakan,0,0,True;
inovasi seru dari Danantara sangat dibutuhkan skrg https://t.co/p4bwowfGRm,inovasi seru dari Danantara sangat dibutuhkan skrg,1,1,True;
@kompascom Tono Blair yang karakter seperti itu kok bisa dijadikan Dewan Pengawas PB Danantara ? apa gak dikhawatirkan karakter jahadnya bisa kambuh lagi.,Tono Blair yang karakter seperti itu kok bisa dijadikan Dewan Pengawas PB Danantara apa gak dikhawatirkan karakter jahadnya bisa kambuh lagi,0,0,True;
Ide yg baik tidak diikuti dengan tata kelola yang benar. Itulah Danantara.,Ide yg baik tidak diikuti dengan tata kelola yang benar Itulah Danantara,0,0,True;
Danantara adalah Solusi Strategis &amp; Efisien dalam Optimalisasi BUMN - https://t.co/8mzwmnTlwG https://t.co/QdtefyCEBE,Danantara adalah Solusi Strategis dan Efisien dalam Optimalisasi BUMN,1,1,True
BPI Danantara mengajak investor global untuk mendukung proyek energi terbarukan di Indonesia membuka jalan menuju ekonomi hijau yang inklusif. #InvestasiHijau #EnergiBersih #DanantaraMaju https://t.co/7X16tIkx1B,BPI Danantara mengajak investor global untuk mendukung proyek energi terbarukan di Indonesia membuka jalan menuju ekonomi hijau yang inklusif InvestasiHijau EnergiBersih DanantaraMaju,1,1,True;
7 BUMN raksasa setor dividen Rp. 97 triliun ke Danantara buat apa...? https://t.co/cSUpw2u7KU,7 BUMN raksasa setor dividen Rp 97 triliun ke Danantara buat apa,2,2,True;
@dheppylovelly Gas terus pemerintah! Dukung penuh biar investasi Danantara makin ada hasilnya,Gas terus pemerintah Dukung penuh biar investasi Danantara makin ada hasilnya,1,1,True;
@GenZNusantara Bikin mimpi jadi nyata dengan visi strategis BPI Danantara. Ayo bersama tingkatkan ekonomi kita!,Bikin mimpi jadi nyata dengan visi strategis BPI Danantara Ayo bersama tingkatkan ekonomi kita,1,1,True;
Asbun banget hidup dari investment gimana? Coba Min bantu edukasi jelaskan apa hubungan Danantara sama IHSG? I ll wait.,Asbun banget hidup dari investment gimana Coba Min bantu edukasi jelaskan apa hubungan Danantara sama IHSG I ll wait,2,2,True;
@raymondchins Uang anak yatim janda pensiunan dan lansia dititipkan di BUMN JIWASRAYA belum kembali sudah 7 tahun. Gugat pengadilan dpt putusan INKRACHT (nasabah menang) juga diabaikan. Sekarang ditempatkan di Danantara yg lebih oke selingkuh lagi. Siapa yg bisa jamin?,Uang anak yatim janda pensiunan dan lansia dititipkan di BUMN JIWASRAYA belum kembali sudah 7 tahun Gugat pengadilan dpt putusan INKRACHT nasabah menang juga diabaikan Sekarang ditempatkan di Danantara yg lebih oke selingkuh lagi Siapa yg bisa jamin,0,0,True;
@dheppylovelly Transparansi dan integritas adalah kunci ayo dukung Investasi Danantara dengan percaya,Transparansi dan integritas adalah kunci ayo dukung Investasi Danantara dengan percaya,1,1,True;
@kegblgnunfaedh Cara menghilangkan isu danantara ya di oplos,Cara menghilangkan isu danantara ya di oplos,0,0,True;
@_LUMlERE 2 org temen gue warga 58. Yang satu kemarin tbtb curhat takut sama danantara karna tempat dia masuk ke 7 biyuemen. Yang satunya tiap hari misuh2 sama kebijakan prabski. Gue: Kan ,2 org temen gue warga 58 Yang satu kemarin tbtb curhat takut sama danantara karna tempat dia masuk ke 7 biyuemen Yang satunya tiap hari misuh2 sama kebijakan prabski Gue Kan,0,0,True;
pasti gede bgt tuh coba aja uangnya digunain utk bangun sekolah kampus RS lebih bermanfaat ditambah danantara tuh berapa triliun yakan hahaha daripada dikorupsi sama prabowo &amp; oligarki #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRUUPolri #SahkanRUUPerampasanAset,pasti gede bgt tuh coba aja uangnya digunain utk bangun sekolah kampus RS lebih bermanfaat ditambah danantara tuh berapa triliun yakan hahaha daripada dikorupsi sama prabowo dan oligarki PeringatanDarurat IndonesiaGelap TolakRUUTNI TolakRUUPolri SahkanRUUPerampasanAset,0,0,True
Kerjasama ketat pengawaan Danantara untuk pembangunan ekonomi 8% inisiatif Presiden Prabowo #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/uJr0jWTJFG,Kerjasama ketat pengawaan Danantara untuk pembangunan ekonomi 8 inisiatif Presiden Prabowo berita danantara presidenprabowo investasi tepatsolutifindonesia,1,1,True;
@GenZNusantara Mulai bentangkan harapan baru ekonomis bersama BPI Danantara,Mulai bentangkan harapan baru ekonomis bersama BPI Danantara,1,1,True;
@Dsinathrya Semu di suguhi pengalihan isu danantara #indonesiagelap #terusberisik #lawanajadulu #daruratindonesia #revolusisampaiberhasil #TolakDanantara #shameonuprabowo #AdiliJokowiHargaMati #gibrankangsusu,Semu di suguhi pengalihan isu danantara indonesiagelap terusberisik lawanajadulu daruratindonesia revolusisampaiberhasil TolakDanantara shameonuprabowo AdiliJokowiHargaMati gibrankangsusu,0,0,True;
Tahukah Kamu? Danantara hadir sebagai kekuatan dan energi baru bagi masa depan Indonesia. #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/JoeRMuD9pd,Tahukah Kamu Danantara hadir sebagai kekuatan dan energi baru bagi masa depan Indonesia Danantara BPIDanantara ManfaatDanantara DukungDanantara,1,1,True;
Dony Oskaria: Danantara Dipastikan Tidak Kebal Hukum dan Diawasi Ketat https://t.co/k7B8pso6Lj,Dony Oskaria Danantara Dipastikan Tidak Kebal Hukum dan Diawasi Ketat,2,2,True;
Danantara next,Danantara next,2,2,True;
Hashim: BPI Danantara adalah Gagasan Ayah Kami 40 Tahun Lalu Halaman all - https://t.co/uTvaNPrzO5 https://t.co/4irxDYchYf,Hashim BPI Danantara adalah Gagasan Ayah Kami 40 Tahun Lalu Halaman all,2,2,True;
@JedTeguh03 Berasa banget support Presiden Prabowo buat Danantara bikin atmosfer positif di dunia digital,Berasa banget support Presiden Prabowo buat Danantara bikin atmosfer positif di dunia digital,1,1,True;
@G0LIATH87 Bantah aja berita tempo. Kalau ngga bisa bantah jgn ngarang cerita ga jelas. Tuh danantara di susupi asing,Bantah aja berita tempo Kalau ngga bisa bantah jgn ngarang cerita ga jelas Tuh danantara di susupi asing,0,0,True;
@GenZNusantara Kejelasan dari kepemimpinan Danantara dan hasil RUPST Himbara bikin IHSG lebih baik. Sinyal positif untuk investor,Kejelasan dari kepemimpinan Danantara dan hasil RUPST Himbara bikin IHSG lebih baik Sinyal positif untuk investor,1,1,True;
@KangManto123 Ditunggu Kejagung atau Pertamina yang kebakaran,Ditunggu Kejagung atau Pertamina yang kebakaran,2,2,True;
Danantara hadir BUMN tetap fokus menjalankan public service obligation untuk kepentingan rakyat. #berita #danantara #presidenprabowo #investasi #bumn #pso #publicserviceorganization #tepatsolutifindonesia #publicserviceobligation https://t.co/c6zR5eq5b6,Danantara hadir BUMN tetap fokus menjalankan public service obligation untuk kepentingan rakyat berita danantara presidenprabowo investasi bumn pso publicserviceorganization tepatsolutifindonesia publicserviceobligation,1,1,True;
Bangun ekonomi lebih kuat dengan Danantara! #Danantara #EkonomiKuat #PertumbuhanEkonomi https://t.co/rKO61uzMKY,Bangun ekonomi lebih kuat dengan Danantara Danantara EkonomiKuat PertumbuhanEkonomi,1,1,True;
Dampak positif Danantara #DukungDanantara https://t.co/40sSeVAX3h,Dampak positif Danantara DukungDanantara,1,1,True;
Pembentukan Danantara sebagai Badan Pengelola Investasi (BPI) berfokus pada pertumbuhan ekonomi nasional. Ayo bergabung dan jadilah bagian dari perubahan besar untuk menciptakan dunia yang lebih inklusif dan berkelanjutan! #Danantara https://t.co/fj1Gx4cDxt,Pembentukan Danantara sebagai Badan Pengelola Investasi BPI berfokus pada pertumbuhan ekonomi nasional Ayo bergabung dan jadilah bagian dari perubahan besar untuk menciptakan dunia yang lebih inklusif dan berkelanjutan Danantara,1,1,True;
@kompascom MBG &amp; DANANTARA.,MBG dan DANANTARA,2,2,True
 Lalu apakah Danantara didirikan untuk di rampok? Belum tentu Mungkin saja PE baru ini diciptakan bukan untuk merampok Bukan juga untuk investasi biasa Tapi justru untuk memasukan dana rahasia secara sah Dana yang sesungguhnya sudah ada Dana rahasia milik asudahlah,Lalu apakah Danantara didirikan untuk di rampok Belum tentu Mungkin saja PE baru ini diciptakan bukan untuk merampok Bukan juga untuk investasi biasa Tapi justru untuk memasukan dana rahasia secara sah Dana yang sesungguhnya sudah ada Dana rahasia milik asudahlah,0,0,True;
Chief Executive Officer (CEO) Badan Pengelola Investasi (BPI) Danantara Rosan Roeslani menanggapi isu terkait turunnya harga saham Himpunan Bank Milik Negara (Himbara) yang dikaitkan dengan peluncuran Danantara. https://t.co/2UgW1KrRNh,Chief Executive Officer CEO Badan Pengelola Investasi BPI Danantara Rosan Roeslani menanggapi isu terkait turunnya harga saham Himpunan Bank Milik Negara Himbara yang dikaitkan dengan peluncuran Danantara,2,2,True;
Kepercayaan Publik di Ujung Tanduk: Danantara Korupsi dan Ironi Reformasi Klik untuk baca: https://t.co/o66OuNwHpt Kompascom+ baca berita tanpa iklan: https://t.co/mZ6gtffdZi Download aplikasi: https://t.co/XqQ1STvNXB https://t.co/o66OuNwHpt,Kepercayaan Publik di Ujung Tanduk Danantara Korupsi dan Ironi Reformasi Klik untuk baca Kompascom baca berita tanpa iklan Download aplikasi,0,0,True;
JEJAK DANANTARA,JEJAK DANANTARA,2,2,True;
Kita telah ditipu oleh Pertamina. Danantara?? Sepertinya akan jadi jebakan dan tipuan lain di masa depan untuk kita semua.,Kita telah ditipu oleh Pertamina Danantara Sepertinya akan jadi jebakan dan tipuan lain di masa depan untuk kita semua,0,0,True;
@GenZNusantara Prabowo dan BPI Danantara kasih angin segar untuk ekonomi dan masa depan industri kita,Prabowo dan BPI Danantara kasih angin segar untuk ekonomi dan masa depan industri kita,1,1,True;
@unilubis @IDNTimes Danantara itu sebenarnya perwujudan nasionalisme atau kolonialisme sih? Kok dewasnya orang asing?,Danantara itu sebenarnya perwujudan nasionalisme atau kolonialisme sih Kok dewasnya orang asing,0,0,True;
Orang Indo pada GR banget dah. Ini pasti udah dibikin sebelum dia gabung Danantara dan kelihatannya gak ada hubungannya buku ini sama itu. Emang pemerintah kita kacrut sih tp ya gak usah GR juga.,Orang Indo pada GR banget dah Ini pasti udah dibikin sebelum dia gabung Danantara dan kelihatannya gak ada hubungannya buku ini sama itu Emang pemerintah kita kacrut sih tp ya gak usah GR juga,2,2,True;
@kegblgnunfaedh Ati2 ada sales abal2 yg lagi promosikan produk abal2 untuk menipu masyarakat dan mengalihkan isu danantara,Ati2 ada sales abal2 yg lagi promosikan produk abal2 untuk menipu masyarakat dan mengalihkan isu danantara,0,0,True;
jalan baru ini luar biasa semangat terus Danantara https://t.co/oq6OehPsFv,jalan baru ini luar biasa semangat terus Danantara,1,1,True;
@JedTeguh03 Dukungan Presiden Prabowo bikin Danantara nggak pernah jalan sendiri,Dukungan Presiden Prabowo bikin Danantara nggak pernah jalan sendiri,1,1,True;
@reaareaa__ Presiden Prabowo tunjukin leadership keren support Danantara biar terus menembus batas,Presiden Prabowo tunjukin leadership keren support Danantara biar terus menembus batas,1,1,True;
@reaareaa__ Setiap aksi Presiden Prabowo dukung Danantara selalu ditunggu-tunggu banyak orang,Setiap aksi Presiden Prabowo dukung Danantara selalu ditunggutunggu banyak orang,1,1,True;
@ProfOnline_id Prabowo udah terdesak sebab Indonesia sudah all in proyek Danantara. Masalahnya adalah Indonesia 8 tahunan ini di mata investor &amp; bankir sudah selevel sama negara2 blangsak macam afghanistan yemen bangladesh. Salah sendiri kadrun dibiarkan berkembang. Hasilnya cuma bikin sial,Prabowo udah terdesak sebab Indonesia sudah all in proyek Danantara Masalahnya adalah Indonesia 8 tahunan ini di mata investor dan bankir sudah selevel sama negara2 blangsak macam afghanistan yemen bangladesh Salah sendiri kadrun dibiarkan berkembang Hasilnya cuma bikin sial,0,0,True
Presiden lu pengkhianat bangsa tolol segala ngundang KORUPTOR ASING buat ngurusin Danantara lagi. https://t.co/bT1Y8X07aB,Presiden lu pengkhianat bangsa tolol segala ngundang KORUPTOR ASING buat ngurusin Danantara lagi,0,0,True;
@reaareaa__ Presiden Prabowo support Danantara jadi motivasi buat generasi muda terus berkarya,Presiden Prabowo support Danantara jadi motivasi buat generasi muda terus berkarya,1,1,True;
@DoankWarto Makin hari naikn tidak beres saja pengelolaan uang negara dana APBN diambil buat Danantara yg pengurusnya ada yg terlibat korupsi dan mantan koruptor rakyat cuma bisa istigfar kpd Allah SWT agar pemerintah peduli dengan kesusahan meraka,Makin hari naikn tidak beres saja pengelolaan uang negara dana APBN diambil buat Danantara yg pengurusnya ada yg terlibat korupsi dan mantan koruptor rakyat cuma bisa istigfar kpd Allah SWT agar pemerintah peduli dengan kesusahan meraka,0,0,True;
@dheppylovelly Danantara transparan itu menjanjikan! Yuk kita dukung bareng,Danantara transparan itu menjanjikan Yuk kita dukung bareng,1,1,True;
@fachmiza @ARSIPAJA Danantara kalo lancar ,Danantara kalo lancar,2,2,True;
@unmagnetism danantara,danantara,2,2,True;
Udah tau danantara ni vital dan menetuken eh ada ketua nya mantan koruptror bagaimana nasib Indonesia ? Investor asing mana bisa percaya Kocaaaak #danantara #IndonesiaGelapJilid2,Udah tau danantara ni vital dan menetuken eh ada ketua nya mantan koruptror bagaimana nasib Indonesia Investor asing mana bisa percaya Kocaaaak danantara IndonesiaGelapJilid2,0,0,True;
@RaniKancana bumn nya masih korupsi saja kok gaya pake bikin danantara,bumn nya masih korupsi saja kok gaya pake bikin danantara,0,0,True;
@UpsOdd WKWKKW gangerti aku sa aku langsung diem aja. Doi setuju soal danantara terus kubilang negara lain yang punya konsep kek danantara tu yang berhasil cuma SG. Abis tu baru dia ngomong gitu sambil ketawa like it's not a big deal?,WKWKKW gangerti aku sa aku langsung diem aja Doi setuju soal danantara terus kubilang negara lain yang punya konsep kek danantara tu yang berhasil cuma SG Abis tu baru dia ngomong gitu sambil ketawa like its not a big deal,2,2,True;
efek danantara + korupsi pertamina saham plat merah beneran pada merah,efek danantara korupsi pertamina saham plat merah beneran pada merah,0,0,True;
@FrediRandi4 Berkat Presiden Prabowo Joint Fund Danantara jadi jembatan kemajuan Indonesia ke dunia,Berkat Presiden Prabowo Joint Fund Danantara jadi jembatan kemajuan Indonesia ke dunia,1,1,True;
Menghilangkan kemiskinan itu kalo lu gak bikin danantara berantas korupsi gak ada dwifungsi tai kucing dan kabinet lu gak gendut kek badan lu ndut. Kenapa lu jadi bergantung sama zakat? Bapak lu ekonom pinter tapi lu gak ada pinter-pinternya. Oh my god.,Menghilangkan kemiskinan itu kalo lu gak bikin danantara berantas korupsi gak ada dwifungsi tai kucing dan kabinet lu gak gendut kek badan lu ndut Kenapa lu jadi bergantung sama zakat Bapak lu ekonom pinter tapi lu gak ada pinterpinternya Oh my god,0,0,True;
Dibantu Jokowi dan SBY Prabowo Bentuk Danantara Kelola Rp 14.670 Triliun Siapa Saja Petingginya? - Radar Banyuwangi lebih banyak detail : https://t.co/MtYutMCYKU,Dibantu Jokowi dan SBY Prabowo Bentuk Danantara Kelola Rp 14670 Triliun Siapa Saja Petingginya Radar Banyuwangi lebih banyak detail,2,2,True;
Jika sistem tidak dibenahi secara ekstrim terutama yang berhubungan dengan hukum korupsi jangan harap Indonesia bisa berkembang. Presidennya malah suka membuat program baru yang semakin rawan untuk dikorupsi seperti MBG dan Danantara. ,Jika sistem tidak dibenahi secara ekstrim terutama yang berhubungan dengan hukum korupsi jangan harap Indonesia bisa berkembang Presidennya malah suka membuat program baru yang semakin rawan untuk dikorupsi seperti MBG dan Danantara,0,0,True;
Dengan Danantara pembangunan negeri semakin terarah dan penuh inovasi. Bersama kita maju! #DanantaraBangunNegeri https://t.co/Z7y94R1Qyp,Dengan Danantara pembangunan negeri semakin terarah dan penuh inovasi Bersama kita maju DanantaraBangunNegeri,1,1,True;
@uradn Danantara bukan sumber pendapatan langsung dalam struktur APBN melainkan badan pengelola investasi yang mengelola aset negara untuk mendukung pertumbuhan ekonomi yang secara tidak langsung dapat membantu keuangan negara. Ini khan hasil DNTR tapi pembentukannya pakai APBN.,Danantara bukan sumber pendapatan langsung dalam struktur APBN melainkan badan pengelola investasi yang mengelola aset negara untuk mendukung pertumbuhan ekonomi yang secara tidak langsung dapat membantu keuangan negara Ini khan hasil DNTR tapi pembentukannya pakai APBN,2,2,True;
@GenZNusantara Jangan ketinggalan perubahan positif dari BPI Danantara dalam dunia investasi kita,Jangan ketinggalan perubahan positif dari BPI Danantara dalam dunia investasi kita,1,1,True;
...sementara pemerintah sibuk dengan danantara mainan barunya...ngomong2 dana haji sudah dibalikin belum?...,sementara pemerintah sibuk dengan danantara mainan barunyangomong2 dana haji sudah dibalikin belum,0,0,True;
@reaareaa__ Dukungan Presiden Prabowo ke Danantara patut diapresiasi inspirasi buat yang lain,Dukungan Presiden Prabowo ke Danantara patut diapresiasi inspirasi buat yang lain,1,1,True;
@GenZNusantara Mari bangun ekonomi kompetitif bareng BPI Danantara serasa berharap pada masa depan,Mari bangun ekonomi kompetitif bareng BPI Danantara serasa berharap pada masa depan,1,1,True;
@islah_bahrawi danantara hidup tikus berdasi https://t.co/6F36YDvKHd,danantara hidup tikus berdasi,0,0,True;
@kompascom Kenapa.masih sewa orang asing...sebenarnya para pejabat Danantara ini mampu gak sih....,Kenapamasih sewa orang asingsebenarnya para pejabat Danantara ini mampu gak sih,0,0,True;
@ARSIPAJA Isinya orang eks koruptor nepotisme kacung. Dan... revisi UU BUMN bilang: kerugian BUMN bukan lagi kerugian negara. Danantara jadi wadah bancakan sekaligus cuci piring. Silahkan nunggu amarah rakyat...lanjutken efisienshit nya !,Isinya orang eks koruptor nepotisme kacung Dan revisi UU BUMN bilang kerugian BUMN bukan lagi kerugian negara Danantara jadi wadah bancakan sekaligus cuci piring Silahkan nunggu amarah rakyatlanjutken efisienshit nya,0,0,True;
@reaareaa__ Presiden Prabowo selalu jadi pendukung terbaik untuk Danantara,Presiden Prabowo selalu jadi pendukung terbaik untuk Danantara,1,1,True;
Ekonom CSIS: Pembentukan Danantara Jadi Ajang Reformasi BUMN https://t.co/TLjf5GTcIA,Ekonom CSIS Pembentukan Danantara Jadi Ajang Reformasi BUMN,1,1,True;
@reaareaa__ Berkat support Presiden Prabowo Danantara akan jadi panutan bagi sektor lain,Berkat support Presiden Prabowo Danantara akan jadi panutan bagi sektor lain,1,1,True;
@tanyakanrl Klo ga salah Danantara adalah semua dana di antara para koruptor yg akan dikembalikan diam-diam ke negara... maap klo salah,Klo ga salah Danantara adalah semua dana di antara para koruptor yg akan dikembalikan diamdiam ke negara maap klo salah,2,2,True;
@irrraelevant iy gw juga nonton pandu berusaha menjawab pesimis warga walaupun kedepannya dia juga gk nolak dan membelokan secara keras peluang2 failure danantara. Pinter Abigail dan Andovi giring kesononya,iy gw juga nonton pandu berusaha menjawab pesimis warga walaupun kedepannya dia juga gk nolak dan membelokan secara keras peluang2 failure danantara Pinter Abigail dan Andovi giring kesononya,2,2,True;
Danantara dan Risiko Korupsi: Bagaimana Mencegahnya agar Tidak Jadi Skandal Baru? || Ahok | Pertamax | @prabowo @erickthohir https://t.co/Zz7OjOyUPn,Danantara dan Risiko Korupsi Bagaimana Mencegahnya agar Tidak Jadi Skandal Baru Ahok Pertamax,2,2,True;
Ini Materi Retreat Hambalang Bagi Calon Menteri Prabowo Nama Ray Dalio investor AS co chair Bridgewater Associates hedge fund terbesar AS masuk dalam dewas #Danantara . Dia pembicara di Retreat Menteri di Hambalang https://t.co/2CB5yLpX35 lewat @idntimes,Ini Materi Retreat Hambalang Bagi Calon Menteri Prabowo Nama Ray Dalio investor AS co chair Bridgewater Associates hedge fund terbesar AS masuk dalam dewas Danantara Dia pembicara di Retreat Menteri di Hambalang lewat,2,2,True;
