Text,Text Clean,Label,Predicted Label,Correct
@msaid_didu Jika pengelolaan DANANTARA gagal maka sudah bisa dipastikan pak Indonesia bubar. Rakyat Indonesia (mgkin yg tdk sadar tdk merasa) sudah lelah dibohongi selama ini. Disaat niat baik utk beli pertamax karna tdk ingin membeli bbm subsidi pun kita ditipu sungguh terlalu,Jika pengelolaan DANANTARA gagal maka sudah bisa dipastikan pak Indonesia bubar Rakyat Indonesia mgkin yg tdk sadar tdk merasa sudah lelah dibohongi selama ini Disaat niat baik utk beli pertamax karna tdk ingin membeli bbm subsidi pun kita ditipu sungguh terlalu,0,0,True
@GenZNusantara Dengan BPI Danantara pertumbuhan ini adalah awal dari perubahan ekonomi yang lebih baik. Fight on!,Dengan BPI Danantara pertumbuhan ini adalah awal dari perubahan ekonomi yang lebih baik Fight on,1,1,True
@NenkMonica @erickthohir Kalo BUMN semua udah dipegang gerombolan terus danantara juga.. Next bisa ketebak bakal kek apa,Kalo BUMN semua udah dipegang gerombolan terus danantara juga Next bisa ketebak bakal kek apa,0,0,True
@JedTeguh03 Bangga sama Presiden Prabowo yang kasih ruang buat Danantara berkembang,Bangga sama Presiden Prabowo yang kasih ruang buat Danantara berkembang,1,1,True
@Anak__Ogi Manusia tolol @Ndrewstjan ini udh ngeblokir gw krn dia nyindir tempo yg d danai aseng tp danantara yg jelas berisi eks koruptor aseng ga dia komentari wkkw. Kasihan dia anak istri dia dikasih makan duit haram hasil ngebuzzer,Manusia tolol ini udh ngeblokir gw krn dia nyindir tempo yg d danai aseng tp danantara yg jelas berisi eks koruptor aseng ga dia komentari wkkw Kasihan dia anak istri dia dikasih makan duit haram hasil ngebuzzer,0,0,True
@GenZNusantara Transformasi ekonomi Indonesia dimulai dengan langkah berani dari BPI Danantara. Optimis bisa!,Transformasi ekonomi Indonesia dimulai dengan langkah berani dari BPI Danantara Optimis bisa,1,1,True
@V3g3L Gara2 ini investor asing ga bakal lirik Danantara. Apalagi Mulyono ada disitu.,Gara2 ini investor asing ga bakal lirik Danantara Apalagi Mulyono ada disitu,0,0,True
@msaid_didu otw bangkrut trus di inject danantara,otw bangkrut trus di inject danantara,0,0,True
@JedTeguh03 Dukungan Presiden Prabowo ke Danantara bikin prospeknya makin cerah keren nih,Dukungan Presiden Prabowo ke Danantara bikin prospeknya makin cerah keren nih,1,1,True
Danantara mengoptimalkan pengelolaan aset negara. #Danantara #BPIDanantara #ManfaatDanantara https://t.co/I1syI7X9sA,Danantara mengoptimalkan pengelolaan aset negara Danantara BPIDanantara ManfaatDanantara,1,1,True
Ungkap Strategi Ekonomi Mandiri Prabowo: Devisa Ekspor Bank Emas dan Danantara https://t.co/1zWravNWu6,Ungkap Strategi Ekonomi Mandiri Prabowo Devisa Ekspor Bank Emas dan Danantara,1,1,True
@Muhammad_inas21 @raymondchins Masalah antam ilang karena cortex yg ilang karena pagar laut yg ilang karena danantara yg ilang karena pertamina dll at this point kyknya kita emang byk masalah aja sih bkn pengalihan isu dsb,Masalah antam ilang karena cortex yg ilang karena pagar laut yg ilang karena danantara yg ilang karena pertamina dll at this point kyknya kita emang byk masalah aja sih bkn pengalihan isu dsb,0,0,True
Ray Dalam nya gak mau jadi penasihat Danantara. Takut kalau nanti jadi Ray Gedeg. ,Ray Dalam nya gak mau jadi penasihat Danantara Takut kalau nanti jadi Ray Gedeg,0,0,True
@reaareaa__ Tindakan Presiden Prabowo support Danantara bikin banyak yang makin percaya sama produk Indonesia,Tindakan Presiden Prabowo support Danantara bikin banyak yang makin percaya sama produk Indonesia,1,1,True
Kemitraan Strategis Danantara untuk Hilirisasi Nasional adalah langkah penting dalam mengoptimalkan potensi sumber daya alam Indonesia. #Danantara #BPIDanantara #EkonomiBerkelanjutan #InvestasiIndonesia #PertumbuhanEkonomi https://t.co/AhABqghXor,Kemitraan Strategis Danantara untuk Hilirisasi Nasional adalah langkah penting dalam mengoptimalkan potensi sumber daya alam Indonesia Danantara BPIDanantara EkonomiBerkelanjutan InvestasiIndonesia PertumbuhanEkonomi,1,1,True
@cnbcindonesia Pingin mules takut tertawa... APBN dipotong untuk investasi danantara saja sdh jd indikator kuat ekonomi bakalan melemah.,Pingin mules takut tertawa APBN dipotong untuk investasi danantara saja sdh jd indikator kuat ekonomi bakalan melemah,0,0,True
@reaareaa__ Presiden Prabowo udah path clear buat Danantara tinggal kita dorong bareng,Presiden Prabowo udah path clear buat Danantara tinggal kita dorong bareng,1,1,True
@JedTeguh03 Pak Prabowo serius banget support Danantara keren banget buat dunia startup Indonesia,Pak Prabowo serius banget support Danantara keren banget buat dunia startup Indonesia,1,1,True
@ardisatriawan Allohu. Bisa bisa Ray Dalio mati dan dikubur di indonesia kalo lanjut di danantara terus liat fakta2 ngehe kyk gini,Allohu Bisa bisa Ray Dalio mati dan dikubur di indonesia kalo lanjut di danantara terus liat fakta2 ngehe kyk gini,0,0,True
@JedTeguh03 Presiden Prabowo selalu berikan dukungan terbaik buat Danantara inspiratif,Presiden Prabowo selalu berikan dukungan terbaik buat Danantara inspiratif,1,1,True
@JedTeguh03 Hebat! Presiden Prabowo selalu hadir buat support anak bangsa kayak Danantara,Hebat Presiden Prabowo selalu hadir buat support anak bangsa kayak Danantara,1,1,True
Dzolim nya kebangetan gak akan ada kebaikan yg datang dri mendzolimi rakyat. 1 optimisme gw danantara cuma bakal jdi kegagalan prabowo yg ke 2 setelah Food estate. Dan itu bru awal periode gw gk tau lgi kesananya akan sperti apa.,Dzolim nya kebangetan gak akan ada kebaikan yg datang dri mendzolimi rakyat 1 optimisme gw danantara cuma bakal jdi kegagalan prabowo yg ke 2 setelah Food estate Dan itu bru awal periode gw gk tau lgi kesananya akan sperti apa,0,0,True
Tata kelola investasi kini lebih optimal! Danantara hadir mendorong pembangunan di sektor strategis Indonesia. #BPIDanantara #SektorStrategis #PembangunanNasional https://t.co/qmt6TItdZy,Tata kelola investasi kini lebih optimal Danantara hadir mendorong pembangunan di sektor strategis Indonesia BPIDanantara SektorStrategis PembangunanNasional,1,1,True
daripada danantara mending urusin wanaartha kata gw,daripada danantara mending urusin wanaartha kata gw,0,0,True
@OmpungGuru @erickthohir Minimart biasa nya antara balik in permen ato bole di donasikan ? Itu aja di donasikan ke danantara,Minimart biasa nya antara balik in permen ato bole di donasikan Itu aja di donasikan ke danantara,0,0,True
@EYulihastin Danantara tuh nanti ikut ngelola dana JHT bpjs naker ga sih? Plis jangan dulu ada gebrakan mo cairin JHT dulu ,Danantara tuh nanti ikut ngelola dana JHT bpjs naker ga sih Plis jangan dulu ada gebrakan mo cairin JHT dulu,0,0,True
salut buat tim Danantara inspiratif dan bikin kangen masa depan https://t.co/uSCWxj4eht,salut buat tim Danantara inspiratif dan bikin kangen masa depan,1,1,True
@reaareaa__ Kebijakan Presiden Prabowo dukung Danantara jadi contoh baik buat generasi muda,Kebijakan Presiden Prabowo dukung Danantara jadi contoh baik buat generasi muda,1,1,True
@reaareaa__ Presiden Prabowo menunjukkan kepedulian sama Danantara makin mantap buat maju,Presiden Prabowo menunjukkan kepedulian sama Danantara makin mantap buat maju,1,1,True
@JedTeguh03 Salut banget Presiden Prabowo pilih support Danantara jadi teladan buat pemimpin lainnya,Salut banget Presiden Prabowo pilih support Danantara jadi teladan buat pemimpin lainnya,1,1,True
Jika seorang Mentri dg integritas seperti ini tetap dipertahankan oleh Presiden @Prabowo maka pemerintah sekarang memang tidak peduli dg TRUST. Bisa diprediksi nasib Danantara nantinya...,Jika seorang Mentri dg integritas seperti ini tetap dipertahankan oleh Presiden maka pemerintah sekarang memang tidak peduli dg TRUST Bisa diprediksi nasib Danantara nantinya,0,0,True
@prastow Jangan ngapa2 in deh jangan keluarin program2. Yg ada hentikan aja: mgb danantara belanja militer/polisi yang gk perlu. Focus on the basic things: education healthcare then restructure KPK. Stay far away from the king jangan omon2 gk jelas. That s all from me.,Jangan ngapa2 in deh jangan keluarin program2 Yg ada hentikan aja mgb danantara belanja militerpolisi yang gk perlu Focus on the basic things education healthcare then restructure KPK Stay far away from the king jangan omon2 gk jelas That s all from me,0,0,True
Danantara membawa harapan baru dalam manajemen aset BUMN menciptakan sistem ekonomi yang lebih modern efisien dan kompetitif di tingkat global. https://t.co/BaAhy7Nfy9,Danantara membawa harapan baru dalam manajemen aset BUMN menciptakan sistem ekonomi yang lebih modern efisien dan kompetitif di tingkat global,1,1,True
@Uki23 italah akrab kan satu tujuan yaitu MENDAPATKAN UANG SEBANYAK BANYAK NYA DARI DANANTARA CARA BARU MERAMPOK APBN.DGN DALIH EFISIANSI UNTUK BISA KORUPSI.,italah akrab kan satu tujuan yaitu MENDAPATKAN UANG SEBANYAK BANYAK NYA DARI DANANTARA CARA BARU MERAMPOK APBNDGN DALIH EFISIANSI UNTUK BISA KORUPSI,0,0,True
@ARSIPAJA Pertama2 Danantara. Lalu Pertamina. Sekarang MBG. Pemerintahan Mulyono Periode III lihai memainkan pengalihan isu dengan cara membuat perhatian rakyat terpecah dengan memunculkan berbagai kasus. Pertamina PIK 2 Danantara Nyanyian Hasto IKN KM50 Judol dll.,Pertama2 Danantara Lalu Pertamina Sekarang MBG Pemerintahan Mulyono Periode III lihai memainkan pengalihan isu dengan cara membuat perhatian rakyat terpecah dengan memunculkan berbagai kasus Pertamina PIK 2 Danantara Nyanyian Hasto IKN KM50 Judol dll,0,0,True
bazer-bazer ikut-ikutan kritik isu pertamina biar apa? ya biar lupa sama danantara lah ,bazerbazer ikutikutan kritik isu pertamina biar apa ya biar lupa sama danantara lah,0,0,True
Padahal danantara pengawasnya kriminal ,Padahal danantara pengawasnya kriminal,0,0,True
@tempodotco Begitu Koruptor menyerahkan kembali curiannya diam-diam kita terima dia kerja di Danantara. https://t.co/qqpuSyQR30,Begitu Koruptor menyerahkan kembali curiannya diamdiam kita terima dia kerja di Danantara,0,0,True
@raymondchins Semoga tidak untuk menggeser berita tentang danantara saja... ️,Semoga tidak untuk menggeser berita tentang danantara saja,0,0,True
@ruang_perubahan Bau-bau nya Pertamina bakal bubar dan diganti dengan Vivo milik presiden. Untuk mengembangkan Vivo gampang ada dana ribuan triliun dari DANANTARA,Baubau nya Pertamina bakal bubar dan diganti dengan Vivo milik presiden Untuk mengembangkan Vivo gampang ada dana ribuan triliun dari DANANTARA,0,0,True
@PngAdilnR4kyt Danantara Sumber masalah,Danantara Sumber masalah,0,0,True
Orang asing yg punya jabatan di Danantara copot dulu aja pak. Hashh ,Orang asing yg punya jabatan di Danantara copot dulu aja pak Hashh,0,0,True
Orang asing lah orang asingnya jadi pejabat Danantara. Memang absurd mau lawak tp gak lucu.,Orang asing lah orang asingnya jadi pejabat Danantara Memang absurd mau lawak tp gak lucu,0,0,True
COBA dengar.. DANANTARA TITIK KIAMAT INDONESIA.. dst. BERABE nya PUNYA PRESIDEN TERLALU BANYAK BUKUNYA. tapi anehnya &gt;TIDAK MELAHIRKAN KEBIJAKAN PUTUSAN YG BISA MENGATASI PARA KORUPTOR OLIGARKI DAN ORANG² YANG DI MATA SUDAH CACAT DAN TIDAK BISA DIPERCAYA LAGI. WO.. Wowo ??,COBA dengar DANANTARA TITIK KIAMAT INDONESIA dst BERABE nya PUNYA PRESIDEN TERLALU BANYAK BUKUNYA tapi anehnya TIDAK MELAHIRKAN KEBIJAKAN PUTUSAN YG BISA MENGATASI PARA KORUPTOR OLIGARKI DAN ORANG YANG DI MATA SUDAH CACAT DAN TIDAK BISA DIPERCAYA LAGI WO Wowo,0,0,True
@GenZNusantara IHSG berkilau investor makin percaya. Momentum positif datang dari kejelasan Danantara dan hasil mengagumkan RUPST Himbara,IHSG berkilau investor makin percaya Momentum positif datang dari kejelasan Danantara dan hasil mengagumkan RUPST Himbara,1,1,True
aku naruh uang di bank bumn tapi ga takut isu danantara ini karena uangnya cuma goceng :),aku naruh uang di bank bumn tapi ga takut isu danantara ini karena uangnya cuma goceng,0,0,True
@03__nakula Sumber pemasukan para buzzerRP &amp; ternak berasal dari pajak kita. Untungnya kita boikot bayar pajak. Ditambah lagi dengan 'money rush' dari bank2 BUMN yang terafiliasi ke Danantara yang dimana dana2 yang disimpan di Danantara juga diembat &amp; dipakai buat sewa &amp; biayai buzzerRP.,Sumber pemasukan para buzzerRP dan ternak berasal dari pajak kita Untungnya kita boikot bayar pajak Ditambah lagi dengan money rush dari bank2 BUMN yang terafiliasi ke Danantara yang dimana dana2 yang disimpan di Danantara juga diembat dan dipakai buat sewa dan biayai buzzerRP,0,0,True
kita nggak mau batalin efisiensi danantara &amp; MBG nih? mksdnya ya... dicoba dulu aja. kumpulin orang2 hukum &amp; kejibajak publik. apa yg bisa bikin program &amp; institusi negara dibatalin/dibubarin. gak bisa kerja sehari. mgkn gak bs cuma turun ke jalan. tp mau ikut klo beneran.,kita nggak mau batalin efisiensi danantara dan MBG nih mksdnya ya dicoba dulu aja kumpulin orang2 hukum dan kejibajak publik apa yg bisa bikin program dan institusi negara dibatalindibubarin gak bisa kerja sehari mgkn gak bs cuma turun ke jalan tp mau ikut klo beneran,0,0,True
@JedTeguh03 Semangat berkarya Danantara Presiden Prabowo udah dukung penuh,Semangat berkarya Danantara Presiden Prabowo udah dukung penuh,1,1,True
Ternyata yg bikin capek bukan jadi dewasa tp jadi WNI Danantara Pertamax efisiensi bejabat bejat. https://t.co/TuZLSXPzfj,Ternyata yg bikin capek bukan jadi dewasa tp jadi WNI Danantara Pertamax efisiensi bejabat bejat,0,0,True
@JedTeguh03 Presiden Prabowo kasih bukti nyata dukung kemajuan Danantara,Presiden Prabowo kasih bukti nyata dukung kemajuan Danantara,1,1,True
danantara kontol,danantara kontol,0,0,True
@OposisiCerdas Mosi karena tidak digubris Rektor setelah minta Rektor menyatakan mosi tidak percaya pada pemerintah mengklaim atas nama rakyat karena kebijakan amburadul pemerintah efisiensi anggaran MBG danantara lah itu mah isu lawan politik enak aja mengklaim Rakyat Bravo Rektor UGM,Mosi karena tidak digubris Rektor setelah minta Rektor menyatakan mosi tidak percaya pada pemerintah mengklaim atas nama rakyat karena kebijakan amburadul pemerintah efisiensi anggaran MBG danantara lah itu mah isu lawan politik enak aja mengklaim Rakyat Bravo Rektor UGM,0,0,True
Dibilang kita agen asing padahal: -pengurus danantara ampir semua asing -cina komunis bunuh WNI terus di Morowali pake smelter meledak -bukanya buat menghadang kapal cina komunis malah dana TNI AL 100M dipake buat bikin buzzer Keliatan kan sekarang siapa antek aseng sebenarnya?,Dibilang kita agen asing padahal pengurus danantara ampir semua asing cina komunis bunuh WNI terus di Morowali pake smelter meledak bukanya buat menghadang kapal cina komunis malah dana TNI AL 100M dipake buat bikin buzzer Keliatan kan sekarang siapa antek aseng sebenarnya,0,0,True
Udah gak ada marwah nya @prabowo !!! Danantara diisi Yahudi Zionis Laknatullah... Wamakaru Wamakarallah wallahu khoirul makirin,Udah gak ada marwah nya Danantara diisi Yahudi Zionis Laknatullah Wamakaru Wamakarallah wallahu khoirul makirin,0,0,True
@GenZNusantara Percayalah dengan BPI Danantara kita menuju ekonomi yang lebih kuat dan berkelanjutan,Percayalah dengan BPI Danantara kita menuju ekonomi yang lebih kuat dan berkelanjutan,1,1,True
BPI Danantara Mendorong Investasi Energi Terbarukan Untuk Ekonomi Indonesia Kuat #EnergiBersih #InvestasiHijau #DanantaraMaju https://t.co/SVz5McNquL,BPI Danantara Mendorong Investasi Energi Terbarukan Untuk Ekonomi Indonesia Kuat EnergiBersih InvestasiHijau DanantaraMaju,1,1,True
@dheppylovelly Gas terus pemerintah! Dukung penuh biar investasi Danantara makin ada hasilnya,Gas terus pemerintah Dukung penuh biar investasi Danantara makin ada hasilnya,1,1,True
@GenZNusantara Dorongan BPI Danantara untuk investasi yang visioner bikin semangat kita berkobar,Dorongan BPI Danantara untuk investasi yang visioner bikin semangat kita berkobar,1,1,True
Danantara Mendukung Perekonomian Indonesia #Fakta #CekFakta #BPIDanantara https://t.co/yBnLuJAqDJ,Danantara Mendukung Perekonomian Indonesia Fakta CekFakta BPIDanantara,1,1,True
IDX nampaknya gak sabar mau lihat mega korupsi selanjutnya kolapsnya Danantara. Sdh diantisipasi sejak skrg https://t.co/0fZn7WVyfE,IDX nampaknya gak sabar mau lihat mega korupsi selanjutnya kolapsnya Danantara Sdh diantisipasi sejak skrg,0,0,True
@dheppylovelly Dukung penuh investasi Danantara buat yang lebih jujur dan transparan ,Dukung penuh investasi Danantara buat yang lebih jujur dan transparan,1,1,True
@JedTeguh03 Salut buat Presiden Prabowo yang fokus support platform Danantara,Salut buat Presiden Prabowo yang fokus support platform Danantara,1,1,True
Kita telah ditipu oleh Pertamina. Danantara?? Sepertinya akan jadi jebakan dan tipuan lain di masa depan untuk kita semua.,Kita telah ditipu oleh Pertamina Danantara Sepertinya akan jadi jebakan dan tipuan lain di masa depan untuk kita semua,0,0,True
@kenhans03 di Zaman Jokowi makmur bgt ya mereka sial jdi tumbal buat naikin sentimen publik ama pengalihan Danantara ,di Zaman Jokowi makmur bgt ya mereka sial jdi tumbal buat naikin sentimen publik ama pengalihan Danantara,0,0,True
Program ini bekerja sama dengan pemerintah komunitas lokal dan berbagai organisasi untuk menciptakan dampak yang lebih luas dan berkelanjutan. #DanantaraBangunNegeri #Danantara https://t.co/r5IrXnhO5X,Program ini bekerja sama dengan pemerintah komunitas lokal dan berbagai organisasi untuk menciptakan dampak yang lebih luas dan berkelanjutan DanantaraBangunNegeri Danantara,1,1,True
Masa depan sejahtera dengan Joint Fund Rp 67 5 Triliun Rupiah dari Kerjasama Danantara arahan Presiden Prabowo. #DanantaraUntukIndonesia https://t.co/d6i3qakTKB,Masa depan sejahtera dengan Joint Fund Rp 67 5 Triliun Rupiah dari Kerjasama Danantara arahan Presiden Prabowo DanantaraUntukIndonesia,1,1,True
amit-amit dah kalau danantara malah tergantung capitalist arm federal amerika macam blackrock,amitamit dah kalau danantara malah tergantung capitalist arm federal amerika macam blackrock,0,0,True
@tham878 Anjriiit Penjelasan kek gini dibilang mantap. Bang @NasbiHasan @pco_ri budget buzzer nya dinaikin lah biar gk dungu parah kek gini. MI = trader?? Danantara narik investasi?? AUM besar = kredibel?? KPK cm audit BUMN?? and so on and so forth Buzzer IQ 58 #IndonesiaGelap,Anjriiit Penjelasan kek gini dibilang mantap Bang budget buzzer nya dinaikin lah biar gk dungu parah kek gini MI trader Danantara narik investasi AUM besar kredibel KPK cm audit BUMN and so on and so forth Buzzer IQ 58 IndonesiaGelap,0,0,True
@findingjianne @prabowo ga cukup anggarannya by dipake buat danantara,ga cukup anggarannya by dipake buat danantara,0,0,True
@Boediantar4 Biasa ini mah.. persiapan pemilu 2029 butuh dana yg besuarrrr.. padahal Danantara ga ada di Program Capres ataupun RAPBN.. kejadiannya model² Proyek IKN dan Kereta Woos.. tau² pengen punya Proyek Dana besar buat Pencitraan tapi ngawur.. ga ada penelitian yg mendalam,Biasa ini mah persiapan pemilu 2029 butuh dana yg besuarrrr padahal Danantara ga ada di Program Capres ataupun RAPBN kejadiannya model Proyek IKN dan Kereta Woos tau pengen punya Proyek Dana besar buat Pencitraan tapi ngawur ga ada penelitian yg mendalam,0,0,True
@wawan_tiantoo @LeonPriceleon48 Sebagai pengelola investasi terkemuka di mana BUMN strategis akan menjadi enabler penempatan investasinya Danantara Indonesia mendorong transformasi ekonomi Indonesia dengan menumbuhkan badan Sovereign Wealth Fund berskala dunia #DanantaraPorosInvestasi,Sebagai pengelola investasi terkemuka di mana BUMN strategis akan menjadi enabler penempatan investasinya Danantara Indonesia mendorong transformasi ekonomi Indonesia dengan menumbuhkan badan Sovereign Wealth Fund berskala dunia DanantaraPorosInvestasi,1,1,True
go Danantara! Transformasi masa depan dimulai https://t.co/2XY0SDo1TN,go Danantara Transformasi masa depan dimulai,1,1,True
@NenkMonica Sok sok an mau kejar Koruptor sampai antartika sang koruptor aja di rekruit jadi pejabat Danantara,Sok sok an mau kejar Koruptor sampai antartika sang koruptor aja di rekruit jadi pejabat Danantara,0,0,True
@CutSarina5 Efek dividen BUMN masuk Danantara gak ke APBN lagi. Rakyatnya diperas buat pemasukan APBN nikmatilah pilihan lu pada ok gas ok gas ,Efek dividen BUMN masuk Danantara gak ke APBN lagi Rakyatnya diperas buat pemasukan APBN nikmatilah pilihan lu pada ok gas ok gas,0,0,True
@GenZNusantara BPI Danantara: komitmen untuk investasi yang lebih baik dan berdaya saing,BPI Danantara komitmen untuk investasi yang lebih baik dan berdaya saing,1,1,True
@GenZNusantara IHSG melaju kepercayaan tumbuh. RUPST Himbara dan kejelasan Danantara ini bikin senang investor,IHSG melaju kepercayaan tumbuh RUPST Himbara dan kejelasan Danantara ini bikin senang investor,1,1,True
@JedTeguh03 Upaya Presiden Prabowo bikin Danantara melejit nyata banget,Upaya Presiden Prabowo bikin Danantara melejit nyata banget,1,1,True
@reaareaa__ Dukungan Presiden Prabowo ke Danantara patut ditiru,Dukungan Presiden Prabowo ke Danantara patut ditiru,1,1,True
@erickthohir Anda sudah dapat gajih menteri dapat lagi gajih danantara lalu rakyat yg belum dapat pekerjaan di kemanakan dobel2 ,Anda sudah dapat gajih menteri dapat lagi gajih danantara lalu rakyat yg belum dapat pekerjaan di kemanakan dobel2,0,0,True
@roswidpamis Kyk sengaja dar der dor ini itu biar gak fokus ke danantara yaaa,Kyk sengaja dar der dor ini itu biar gak fokus ke danantara yaaa,0,0,True
Secepat itu Danantara didirikan Maka secepat itu pula harus kita bubarkan!!! #Bubarkandanantara #Masyarakatbergerak,Secepat itu Danantara didirikan Maka secepat itu pula harus kita bubarkan Bubarkandanantara Masyarakatbergerak,0,0,True
Danantara Mengoptimalkan pengelolaan aset negara Mempercepat pertumbuhan ekonomi nasional Mendukung cita-cita energi yang berkelanjutan #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/eay1mPErNP,Danantara Mengoptimalkan pengelolaan aset negara Mempercepat pertumbuhan ekonomi nasional Mendukung citacita energi yang berkelanjutan Danantara BPIDanantara ManfaatDanantara DukungDanantara,1,1,True
@reaareaa__ Bangga sama Presiden Prabowo yang support Danantara semoga makin banyak inovasi keren dari Indonesia,Bangga sama Presiden Prabowo yang support Danantara semoga makin banyak inovasi keren dari Indonesia,1,1,True
@thelakeshadow CEO Danantara bukan cuma bicara tapi juga pimpin.,CEO Danantara bukan cuma bicara tapi juga pimpin,1,1,True
@GenZNusantara Dengan IHSG yang menguat kepercayaan investor pun meningkat. Semangat Danantara dan RUPST Himbara bikin suasana optimis,Dengan IHSG yang menguat kepercayaan investor pun meningkat Semangat Danantara dan RUPST Himbara bikin suasana optimis,1,1,True
@GenZNusantara Dengan visi jelas BPI Danantara siap bawa kita lebih kompetitif dan berkembang. Let's thrive!,Dengan visi jelas BPI Danantara siap bawa kita lebih kompetitif dan berkembang Lets thrive,1,1,True
@reaareaa__ Presiden Prabowo kasih support penuh ke Danantara bukti nyata pemimpin peduli kemajuan negeri,Presiden Prabowo kasih support penuh ke Danantara bukti nyata pemimpin peduli kemajuan negeri,1,1,True
BPI Danantara membuka peluang investasi asing di sektor energi terbarukan https://t.co/uILlnaStCb,BPI Danantara membuka peluang investasi asing di sektor energi terbarukan,1,1,True
Danantara pengelolaan kekayaan menjadi optimah sehingga dapat dinikmati hingga generasi yg àkan datang https://t.co/9nX6lRTAcH,Danantara pengelolaan kekayaan menjadi optimah sehingga dapat dinikmati hingga generasi yg kan datang,1,1,True
Danantara Pilar Kemandirian Ekonomi Indonesia. #Fakta #CekFakta #BPIDanantara #Ekonomilndonesia #TerusTerang https://t.co/tBoTMdnJIs,Danantara Pilar Kemandirian Ekonomi Indonesia Fakta CekFakta BPIDanantara Ekonomilndonesia TerusTerang,1,1,True
@0tk0il Nambah keur danantara asyik tuch,Nambah keur danantara asyik tuch,0,0,True
@Hilmi28 Ini yang namanya kegilaan atas Danantara yang dia harus menjilat Yahudi Freemason. Kalo ga ga bakalan dapet duit.,Ini yang namanya kegilaan atas Danantara yang dia harus menjilat Yahudi Freemason Kalo ga ga bakalan dapet duit,0,0,True
gw masih gak ikhlas saham bank negara buat danantara ya tapera tenggelem terbit danantara ini negara tuh punya usulan solusi ekonomi yang masuk di akal orang normal gak sih?,gw masih gak ikhlas saham bank negara buat danantara ya tapera tenggelem terbit danantara ini negara tuh punya usulan solusi ekonomi yang masuk di akal orang normal gak sih,0,0,True
@Jateng_Twit Pelihara pabrik yg udh mapan ja ga bisa.. Ini prabowo malah bikin danantara ..yg belum jelas mau berbuat apa.. arahnya danantara itu jelas.. buat lahan korupsi baru yg lebih jahat..,Pelihara pabrik yg udh mapan ja ga bisa Ini prabowo malah bikin danantara yg belum jelas mau berbuat apa arahnya danantara itu jelas buat lahan korupsi baru yg lebih jahat,0,0,True
@maurinayunda @tanyakanrl dan untuk jago ini gak termasuk yg dikelola danantara ya karena jago bukan bank BUMN jd jago bisa menjadi opsi untuk org2 yg pindahin tabungannya dari bank2 BUMN kak,dan untuk jago ini gak termasuk yg dikelola danantara ya karena jago bukan bank BUMN jd jago bisa menjadi opsi untuk org2 yg pindahin tabungannya dari bank2 BUMN kak,0,0,True
masa depan cerah bareng Danantara semangat terus https://t.co/eQvfeyAqW2,masa depan cerah bareng Danantara semangat terus,1,1,True
@FrediRandi4 Optimis bareng Presiden Prabowo Danantara gandeng global Joint Fund Rp 67 5 Triliun bikin harapan Indonesia makin tinggi,Optimis bareng Presiden Prabowo Danantara gandeng global Joint Fund Rp 67 5 Triliun bikin harapan Indonesia makin tinggi,1,1,True
Inget Black rock dan Danantara? keknya alesan utamanya sih dimari. Black rock dan Israel tuh sohib artinya kalau mau Black rock gabung Danantara ya akui dulu dong Israel. Nah Palestina ini cuman jadi Bahasa untuk terlihat lebih win-win solution ajahh,Inget Black rock dan Danantara keknya alesan utamanya sih dimari Black rock dan Israel tuh sohib artinya kalau mau Black rock gabung Danantara ya akui dulu dong Israel Nah Palestina ini cuman jadi Bahasa untuk terlihat lebih winwin solution ajahh,0,0,True
@ARSIPAJA makin hancur danantara,makin hancur danantara,0,0,True
@JedTeguh03 Pilihan Presiden Prabowo prioritaskan Danantara pas banget buat kemajuan digital,Pilihan Presiden Prabowo prioritaskan Danantara pas banget buat kemajuan digital,1,1,True
@reaareaa__ Presiden Prabowo bawa semangat baru buat Danantara,Presiden Prabowo bawa semangat baru buat Danantara,1,1,True
Uang zakaymt pun akan dirampok oleh Prabowo menggunakan instrumen perampok yang dilindungi Undang-Undang bernama Danantara,Uang zakaymt pun akan dirampok oleh Prabowo menggunakan instrumen perampok yang dilindungi UndangUndang bernama Danantara,0,0,True
@txtdrimedia Emang benar ini cuma pengalihan isyu Danantara yang berakibat nyungsepnya IHSG,Emang benar ini cuma pengalihan isyu Danantara yang berakibat nyungsepnya IHSG,0,0,True
Pemerintah ni omongannya inkonsisten kaya omongan cowo brengsek njir. Di satu sisi katanya antek asing antek asing di sisi lain malah impor koruptor di danantara kek koruptor di indo nggak cukup nguras kekayaan alam indo,Pemerintah ni omongannya inkonsisten kaya omongan cowo brengsek njir Di satu sisi katanya antek asing antek asing di sisi lain malah impor koruptor di danantara kek koruptor di indo nggak cukup nguras kekayaan alam indo,0,0,True
@StefanAntonio__ Info dong Dana operasional Danantara beneran (salah 1nya)pakai Bank Swasta milik adek Lengkap sudah PT KapalKeruk 3serangkai.,Info dong Dana operasional Danantara beneran salah 1nyapakai Bank Swasta milik adek Lengkap sudah PT KapalKeruk 3serangkai,0,0,True
 danantara sayangnya danantara gak tersentuh KPK.,danantara sayangnya danantara gak tersentuh KPK,0,0,True
@JedTeguh03 Gerak maju Danantara makin penuh keyakinan berkat Presiden Prabowo,Gerak maju Danantara makin penuh keyakinan berkat Presiden Prabowo,1,1,True
